,,,,,Stock Code,,,,,,,,,
14880,23579,,,14880,,,,,,,,,,
15121,23702,,,15121,,,,,,,,,,
17117,23558,,,17117,,,,,,,,,,
13751,23556,,,13751,,,,,,,,,,
13345,23554,,,13345,,,,,,,,,,
13973,23557,,,13973,,,,,,,,,,
13493,23555,,,13493,,,,,,,,,,
13261,23553,,,13261,,,,,,,,,,
16598,23489,,,16598,,,,,,,,,,
13630,23491,,,13630,,,,,,,,,,
13636,23492,,,13636,,,,,,,,,,
12781,23477,,,12781,,,,,,,,,,
14036,23478,,,14036,,,,,,,,,,
13675,23476,,,13675,,,,,,,,,,
16667,23486,,,16667,,,,,,,,,,
16187,23480,,,16187,,,,,,,,,,
16339,23473,,,16339,,,,,,,,,,
12509,23460,,,12509,,,,,,,,,,
14046,23462,,,14046,,,,,,,,,,
16427,23499,,,16427,,,,,,,,,,
14056,23485,,,14056,,,,,,,,,,
15656,23570,,,15656,,,,,,,,,,
17462,23454,,,17462,,,,,,,,,,
14620,23571,,,14620,,,,,,,,,,
16462,23569,,,16462,,,,,,,,,,
12428,23305,,,12428,,,,,,,,,,
15676,23474,,,15676,,,,,,,,,,
12679,23582,,,12679,,,,,,,,,,
15319,23583,,,15319,,,,,,,,,,
16389,23581,,,16389,,,,,,,,,,
15733,23303,,,15733,,,,,,,,,,
16678,23475,,,16678,,,,,,,,,,
12834,23497,,,12834,,,,,,,,,,
17770,23304,,,17770,,,,,,,,,,
14473,23495,,,14473,,,,,,,,,,
15104,23496,,,15104,,,,,,,,,,
15643,23691,,,15643,,,,,,,,,,
16217,23681,,,16217,,,,,,,,,,
16957,23692,,,16957,,,,,,,,,,
15087,23695,,,15087,,,,,,,,,,
17856,23697,,,17856,,,,,,,,,,
15053,23598,,,15053,,,,,,,,,,
17652,23597,,,17652,,,,,,,,,,
12541,23664,,,12541,,,,,,,,,,
15220,23694,,,15220,,,,,,,,,,
16449,23442,,,16449,,,,,,,,,,
14995,23449,,,14995,,,,,,,,,,
12584,23428,,,12584,,,,,,,,,,
17535,23430,,,17535,,,,,,,,,,
14903,23429,,,14903,,,,,,,,,,
18211,23441,,,18211,,,,,,,,,,
14504,23440,,,14504,,,,,,,,,,
15554,23552,,,15554,,,,,,,,,,
12614,23498,,,12614,,,,,,,,,,
13344,23578,,,13344,,,,,,,,,,
16621,23580,,,16621,,,,,,,,,,
14214,23575,,,14214,,,,,,,,,,
14012,23560,,,14012,,,,,,,,,,
17654,23576,,,17654,,,,,,,,,,
16517,23562,,,16517,,,,,,,,,,
15234,23561,,,15234,,,,,,,,,,
15806,,,,15806,,,,,,,,,,
14586,,,,14586,,,,,,,,,,
14407,,,,14407,,,,,,,,,,
13908,,,,13908,,,,,,,,,,
14730,,,,14730,,,,,,,,,,
14367,,,,14367,,,,,,,,,,
16426,,,,16426,,,,,,,,,,
16495,,,,16495,,,,,,,,,,
14336,,,,14336,,,,,,,,,,
15206,,,,15206,,,,,,,,,,
12881,,,,12881,,,,,,,,,,
16572,,,,16572,,,,,,,,,,
14165,,,,14165,,,,,,,,,,
15632,,,,15632,,,,,,,,,,
14297,,,,14297,,,,,,,,,,
13899,,,,13899,,,,,,,,,,
18183,,,,18183,,,,,,,,,,
14603,,,,14603,,,,,,,,,,
15308,,,,15308,,,,,,,,,,
18086,,,,18086,,,,,,,,,,
16778,,,,16778,,,,,,,,,,
16808,,,,16808,,,,,,,,,,
16475,,,,16475,,,,,,,,,,
13265,,,,13265,,,,,,,,,,
12520,,,,12520,,,,,,,,,,
15049,,,,15049,,,,,,,,,,
16766,,,,16766,,,,,,,,,,
16801,,,,16801,,,,,,,,,,
17164,,,,17164,,,,,,,,,,
13043,,,,13043,,,,,,,,,,
14352,,,,14352,,,,,,,,,,
13956,,,,13956,,,,,,,,,,
13708,,,,13708,,,,,,,,,,
15671,,,,15671,,,,,,,,,,
16871,,,,16871,,,,,,,,,,
12901,,,,12901,,,,,,,,,,
15388,,,,15388,,,,,,,,,,
16804,,,,16804,,,,,,,,,,
13499,,,,13499,,,,,,,,,,
15047,,,,15047,,,,,,,,,,
15106,,,,15106,,,,,,,,,,
13716,,,,13716,,,,,,,,,,
13121,,,,13121,,,,,,,,,,
16297,,,,16297,,,,,,,,,,
12994,,,,12994,,,,,,,,,,
16152,,,,16152,,,,,,,,,,
14636,,,,14636,,,,,,,,,,
13358,,,,13358,,,,,,,,,,
12597,,,,12597,,,,,,,,,,
12955,,,,12955,,,,,,,,,,
13185,,,,13185,,,,,,,,,,
13216,,,,13216,,,,,,,,,,
13533,,,,13533,,,,,,,,,,
13268,,,,13268,,,,,,,,,,
15433,,,,15433,,,,,,,,,,
16216,,,,16216,,,,,,,,,,
16976,,,,16976,,,,,,,,,,
13631,,,,13631,,,,,,,,,,
15648,,,,15648,,,,,,,,,,
17725,,,,17725,,,,,,,,,,
13072,,,,13072,,,,,,,,,,
14059,,,,14059,,,,,,,,,,
16672,,,,16672,,,,,,,,,,
14066,,,,14066,,,,,,,,,,
16626,,,,16626,,,,,,,,,,
15019,,,,15019,,,,,,,,,,
14041,,,,14041,,,,,,,,,,
17060,,,,17060,,,,,,,,,,
16023,,,,16023,,,,,,,,,,
12878,,,,12878,,,,,,,,,,
14155,,,,14155,,,,,,,,,,
14633,,,,14633,,,,,,,,,,
15703,,,,15703,,,,,,,,,,
14071,,,,14071,,,,,,,,,,
17795,,,,17795,,,,,,,,,,
12902,,,,12902,,,,,,,,,,
14232,,,,14232,,,,,,,,,,
12407,,,,12407,,,,,,,,,,
16728,,,,16728,,,,,,,,,,
13592,,,,13592,,,,,,,,,,
15408,,,,15408,,,,,,,,,,
14223,,,,14223,,,,,,,,,,
13934,,,,13934,,,,,,,,,,
15669,,,,15669,,,,,,,,,,
18224,,,,18224,,,,,,,,,,
14245,,,,14245,,,,,,,,,,
14632,,,,14632,,,,,,,,,,
15132,,,,15132,,,,,,,,,,
17272,,,,17272,,,,,,,,,,
14711,,,,14711,,,,,,,,,,
14377,,,,14377,,,,,,,,,,
15457,,,,15457,,,,,,,,,,
16721,,,,16721,,,,,,,,,,
17733,,,,17733,,,,,,,,,,
17102,,,,17102,,,,,,,,,,
15449,,,,15449,,,,,,,,,,
12818,,,,12818,,,,,,,,,,
12604,,,,12604,,,,,,,,,,
13132,,,,13132,,,,,,,,,,
17486,,,,17486,,,,,,,,,,
12564,,,,12564,,,,,,,,,,
15644,,,,15644,,,,,,,,,,
17250,,,,17250,,,,,,,,,,
13341,,,,13341,,,,,,,,,,
17698,,,,17698,,,,,,,,,,
16022,,,,16022,,,,,,,,,,
16063,,,,16063,,,,,,,,,,
15178,,,,15178,,,,,,,,,,
14348,,,,14348,,,,,,,,,,
15815,,,,15815,,,,,,,,,,
17979,,,,17979,,,,,,,,,,
12545,,,,12545,,,,,,,,,,
14536,,,,14536,,,,,,,,,,
17946,,,,17946,,,,,,,,,,
13743,,,,13743,,,,,,,,,,
15045,,,,15045,,,,,,,,,,
14476,,,,14476,,,,,,,,,,
16245,,,,16245,,,,,,,,,,
12669,,,,12669,,,,,,,,,,
15083,,,,15083,,,,,,,,,,
18010,,,,18010,,,,,,,,,,
15624,,,,15624,,,,,,,,,,
17874,,,,17874,,,,,,,,,,
17719,,,,17719,,,,,,,,,,
17398,,,,17398,,,,,,,,,,
12888,,,,12888,,,,,,,,,,
13588,,,,13588,,,,,,,,,,
12456,,,,12456,,,,,,,,,,
13720,,,,13720,,,,,,,,,,
17775,,,,17775,,,,,,,,,,
16657,,,,16657,,,,,,,,,,
15364,,,,15364,,,,,,,,,,
15832,,,,15832,,,,,,,,,,
15528,,,,15528,,,,,,,,,,
16398,,,,16398,,,,,,,,,,
17088,,,,17088,,,,,,,,,,
13060,,,,13060,,,,,,,,,,
16698,,,,16698,,,,,,,,,,
13918,,,,13918,,,,,,,,,,
17781,,,,17781,,,,,,,,,,
14886,,,,14886,,,,,,,,,,
16609,,,,16609,,,,,,,,,,
18263,,,,18263,,,,,,,,,,
13841,,,,13841,,,,,,,,,,
17701,,,,17701,,,,,,,,,,
12569,,,,12569,,,,,,,,,,
16162,,,,16162,,,,,,,,,,
14023,,,,14023,,,,,,,,,,
16142,,,,16142,,,,,,,,,,
18185,,,,18185,,,,,,,,,,
17956,,,,17956,,,,,,,,,,
15756,,,,15756,,,,,,,,,,
14747,,,,14747,,,,,,,,,,
14719,,,,14719,,,,,,,,,,
15442,,,,15442,,,,,,,,,,
16696,,,,16696,,,,,,,,,,
15145,,,,15145,,,,,,,,,,
13525,,,,13525,,,,,,,,,,
17140,,,,17140,,,,,,,,,,
14964,,,,14964,,,,,,,,,,
16031,,,,16031,,,,,,,,,,
17042,,,,17042,,,,,,,,,,
17906,,,,17906,,,,,,,,,,
16144,,,,16144,,,,,,,,,,
13731,,,,13731,,,,,,,,,,
13950,,,,13950,,,,,,,,,,
14246,,,,14246,,,,,,,,,,
18040,,,,18040,,,,,,,,,,
16837,,,,16837,,,,,,,,,,
15119,,,,15119,,,,,,,,,,
12999,,,,12999,,,,,,,,,,
17054,,,,17054,,,,,,,,,,
12447,,,,12447,,,,,,,,,,
13570,,,,13570,,,,,,,,,,
13232,,,,13232,,,,,,,,,,
18129,,,,18129,,,,,,,,,,
15655,,,,15655,,,,,,,,,,
15214,,,,15214,,,,,,,,,,
17574,,,,17574,,,,,,,,,,
15737,,,,15737,,,,,,,,,,
18080,,,,18080,,,,,,,,,,
12596,,,,12596,,,,,,,,,,
14273,,,,14273,,,,,,,,,,
12363,,,,12363,,,,,,,,,,
15414,,,,15414,,,,,,,,,,
14111,,,,14111,,,,,,,,,,
17972,,,,17972,,,,,,,,,,
12463,,,,12463,,,,,,,,,,
16729,,,,16729,,,,,,,,,,
16697,,,,16697,,,,,,,,,,
14931,,,,14931,,,,,,,,,,
15230,,,,15230,,,,,,,,,,
16309,,,,16309,,,,,,,,,,
14262,,,,14262,,,,,,,,,,
16097,,,,16097,,,,,,,,,,
13122,,,,13122,,,,,,,,,,
16966,,,,16966,,,,,,,,,,
15147,,,,15147,,,,,,,,,,
15813,,,,15813,,,,,,,,,,
17058,,,,17058,,,,,,,,,,
17704,,,,17704,,,,,,,,,,
16249,,,,16249,,,,,,,,,,
13811,,,,13811,,,,,,,,,,
16806,,,,16806,,,,,,,,,,
13120,,,,13120,,,,,,,,,,
12769,,,,12769,,,,,,,,,,
14323,,,,14323,,,,,,,,,,
17367,,,,17367,,,,,,,,,,
18213,,,,18213,,,,,,,,,,
15172,,,,15172,,,,,,,,,,
15745,,,,15745,,,,,,,,,,
17697,,,,17697,,,,,,,,,,
15491,,,,15491,,,,,,,,,,
16617,,,,16617,,,,,,,,,,
15508,,,,15508,,,,,,,,,,
15594,,,,15594,,,,,,,,,,
13376,,,,13376,,,,,,,,,,
16633,,,,16633,,,,,,,,,,
15225,,,,15225,,,,,,,,,,
15436,,,,15436,,,,,,,,,,
15517,,,,15517,,,,,,,,,,
17120,,,,17120,,,,,,,,,,
12506,,,,12506,,,,,,,,,,
14759,,,,14759,,,,,,,,,,
13505,,,,13505,,,,,,,,,,
13389,,,,13389,,,,,,,,,,
12354,,,,12354,,,,,,,,,,
17061,,,,17061,,,,,,,,,,
17630,,,,17630,,,,,,,,,,
16587,,,,16587,,,,,,,,,,
12622,,,,12622,,,,,,,,,,
16750,,,,16750,,,,,,,,,,
17670,,,,17670,,,,,,,,,,
15108,,,,15108,,,,,,,,,,
16942,,,,16942,,,,,,,,,,
15237,,,,15237,,,,,,,,,,
16965,,,,16965,,,,,,,,,,
15891,,,,15891,,,,,,,,,,
13637,,,,13637,,,,,,,,,,
16637,,,,16637,,,,,,,,,,
13229,,,,13229,,,,,,,,,,
14973,,,,14973,,,,,,,,,,
15952,,,,15952,,,,,,,,,,
17893,,,,17893,,,,,,,,,,
16370,,,,16370,,,,,,,,,,
15376,,,,15376,,,,,,,,,,
16055,,,,16055,,,,,,,,,,
14149,,,,14149,,,,,,,,,,
17501,,,,17501,,,,,,,,,,
15582,,,,15582,,,,,,,,,,
16230,,,,16230,,,,,,,,,,
18146,,,,18146,,,,,,,,,,
17443,,,,17443,,,,,,,,,,
12886,,,,12886,,,,,,,,,,
13524,,,,13524,,,,,,,,,,
16610,,,,16610,,,,,,,,,,
17394,,,,17394,,,,,,,,,,
14948,,,,14948,,,,,,,,,,
12593,,,,12593,,,,,,,,,,
14340,,,,14340,,,,,,,,,,
16457,,,,16457,,,,,,,,,,
17527,,,,17527,,,,,,,,,,
14697,,,,14697,,,,,,,,,,
17522,,,,17522,,,,,,,,,,
13867,,,,13867,,,,,,,,,,
14393,,,,14393,,,,,,,,,,
15668,,,,15668,,,,,,,,,,
16319,,,,16319,,,,,,,,,,
17174,,,,17174,,,,,,,,,,
18235,,,,18235,,,,,,,,,,
13741,,,,13741,,,,,,,,,,
12394,,,,12394,,,,,,,,,,
15258,,,,15258,,,,,,,,,,
14005,,,,14005,,,,,,,,,,
18142,,,,18142,,,,,,,,,,
17410,,,,17410,,,,,,,,,,
12700,,,,12700,,,,,,,,,,
13003,,,,13003,,,,,,,,,,
13492,,,,13492,,,,,,,,,,
18120,,,,18120,,,,,,,,,,
14397,,,,14397,,,,,,,,,,
12684,,,,12684,,,,,,,,,,
14288,,,,14288,,,,,,,,,,
15063,,,,15063,,,,,,,,,,
14591,,,,14591,,,,,,,,,,
13990,,,,13990,,,,,,,,,,
14691,,,,14691,,,,,,,,,,
17489,,,,17489,,,,,,,,,,
13404,,,,13404,,,,,,,,,,
16644,,,,16644,,,,,,,,,,
14731,,,,14731,,,,,,,,,,
15187,,,,15187,,,,,,,,,,
18133,,,,18133,,,,,,,,,,
13235,,,,13235,,,,,,,,,,
14883,,,,14883,,,,,,,,,,
16116,,,,16116,,,,,,,,,,
14364,,,,14364,,,,,,,,,,
16184,,,,16184,,,,,,,,,,
17932,,,,17932,,,,,,,,,,
17658,,,,17658,,,,,,,,,,
12757,,,,12757,,,,,,,,,,
17970,,,,17970,,,,,,,,,,
15907,,,,15907,,,,,,,,,,
14689,,,,14689,,,,,,,,,,
15440,,,,15440,,,,,,,,,,
16076,,,,16076,,,,,,,,,,
15333,,,,15333,,,,,,,,,,
17263,,,,17263,,,,,,,,,,
16877,,,,16877,,,,,,,,,,
12674,,,,12674,,,,,,,,,,
14888,,,,14888,,,,,,,,,,
13456,,,,13456,,,,,,,,,,
12690,,,,12690,,,,,,,,,,
16818,,,,16818,,,,,,,,,,
13572,,,,13572,,,,,,,,,,
15116,,,,15116,,,,,,,,,,
13529,,,,13529,,,,,,,,,,
12620,,,,12620,,,,,,,,,,
16813,,,,16813,,,,,,,,,,
16463,,,,16463,,,,,,,,,,
13887,,,,13887,,,,,,,,,,
17166,,,,17166,,,,,,,,,,
13391,,,,13391,,,,,,,,,,
17455,,,,17455,,,,,,,,,,
18150,,,,18150,,,,,,,,,,
16038,,,,16038,,,,,,,,,,
13972,,,,13972,,,,,,,,,,
13227,,,,13227,,,,,,,,,,
13657,,,,13657,,,,,,,,,,
14921,,,,14921,,,,,,,,,,
12710,,,,12710,,,,,,,,,,
15292,,,,15292,,,,,,,,,,
15705,,,,15705,,,,,,,,,,
13339,,,,13339,,,,,,,,,,
13885,,,,13885,,,,,,,,,,
13737,,,,13737,,,,,,,,,,
16091,,,,16091,,,,,,,,,,
15804,,,,15804,,,,,,,,,,
14287,,,,14287,,,,,,,,,,
14705,,,,14705,,,,,,,,,,
12815,,,,12815,,,,,,,,,,
14816,,,,14816,,,,,,,,,,
16624,,,,16624,,,,,,,,,,
12493,,,,12493,,,,,,,,,,
18232,,,,18232,,,,,,,,,,
18073,,,,18073,,,,,,,,,,
14280,,,,14280,,,,,,,,,,
14823,,,,14823,,,,,,,,,,
15897,,,,15897,,,,,,,,,,
15925,,,,15925,,,,,,,,,,
16483,,,,16483,,,,,,,,,,
15163,,,,15163,,,,,,,,,,
18204,,,,18204,,,,,,,,,,
12473,,,,12473,,,,,,,,,,
16969,,,,16969,,,,,,,,,,
13917,,,,13917,,,,,,,,,,
13062,,,,13062,,,,,,,,,,
16484,,,,16484,,,,,,,,,,
14453,,,,14453,,,,,,,,,,
17900,,,,17900,,,,,,,,,,
13437,,,,13437,,,,,,,,,,
12517,,,,12517,,,,,,,,,,
14500,,,,14500,,,,,,,,,,
13248,,,,13248,,,,,,,,,,
16967,,,,16967,,,,,,,,,,
16659,,,,16659,,,,,,,,,,
16682,,,,16682,,,,,,,,,,
15453,,,,15453,,,,,,,,,,
16963,,,,16963,,,,,,,,,,
13682,,,,13682,,,,,,,,,,
15349,,,,15349,,,,,,,,,,
16849,,,,16849,,,,,,,,,,
12535,,,,12535,,,,,,,,,,
18248,,,,18248,,,,,,,,,,
15386,,,,15386,,,,,,,,,,
17252,,,,17252,,,,,,,,,,
14542,,,,14542,,,,,,,,,,
18072,,,,18072,,,,,,,,,,
17015,,,,17015,,,,,,,,,,
17124,,,,17124,,,,,,,,,,
17828,,,,17828,,,,,,,,,,
15743,,,,15743,,,,,,,,,,
14622,,,,14622,,,,,,,,,,
15609,,,,15609,,,,,,,,,,
14561,,,,14561,,,,,,,,,,
15238,,,,15238,,,,,,,,,,
14132,,,,14132,,,,,,,,,,
16113,,,,16113,,,,,,,,,,
16107,,,,16107,,,,,,,,,,
15679,,,,15679,,,,,,,,,,
16581,,,,16581,,,,,,,,,,
15267,,,,15267,,,,,,,,,,
17234,,,,17234,,,,,,,,,,
15411,,,,15411,,,,,,,,,,
14178,,,,14178,,,,,,,,,,
15098,,,,15098,,,,,,,,,,
17265,,,,17265,,,,,,,,,,
13517,,,,13517,,,,,,,,,,
16342,,,,16342,,,,,,,,,,
12732,,,,12732,,,,,,,,,,
15036,,,,15036,,,,,,,,,,
15069,,,,15069,,,,,,,,,,
14503,,,,14503,,,,,,,,,,
13343,,,,13343,,,,,,,,,,
12624,,,,12624,,,,,,,,,,
18165,,,,18165,,,,,,,,,,
16324,,,,16324,,,,,,,,,,
14222,,,,14222,,,,,,,,,,
15585,,,,15585,,,,,,,,,,
16257,,,,16257,,,,,,,,,,
12816,,,,12816,,,,,,,,,,
13826,,,,13826,,,,,,,,,,
13575,,,,13575,,,,,,,,,,
16852,,,,16852,,,,,,,,,,
15014,,,,15014,,,,,,,,,,
14765,,,,14765,,,,,,,,,,
16869,,,,16869,,,,,,,,,,
15909,,,,15909,,,,,,,,,,
13618,,,,13618,,,,,,,,,,
17879,,,,17879,,,,,,,,,,
17562,,,,17562,,,,,,,,,,
15334,,,,15334,,,,,,,,,,
13568,,,,13568,,,,,,,,,,
16744,,,,16744,,,,,,,,,,
15700,,,,15700,,,,,,,,,,
17444,,,,17444,,,,,,,,,,
15840,,,,15840,,,,,,,,,,
14808,,,,14808,,,,,,,,,,
12904,,,,12904,,,,,,,,,,
15825,,,,15825,,,,,,,,,,
12432,,,,12432,,,,,,,,,,
12830,,,,12830,,,,,,,,,,
15507,,,,15507,,,,,,,,,,
12930,,,,12930,,,,,,,,,,
14960,,,,14960,,,,,,,,,,
12444,,,,12444,,,,,,,,,,
15412,,,,15412,,,,,,,,,,
16114,,,,16114,,,,,,,,,,
13420,,,,13420,,,,,,,,,,
17877,,,,17877,,,,,,,,,,
16247,,,,16247,,,,,,,,,,
12919,,,,12919,,,,,,,,,,
15130,,,,15130,,,,,,,,,,
12704,,,,12704,,,,,,,,,,
17370,,,,17370,,,,,,,,,,
12465,,,,12465,,,,,,,,,,
12697,,,,12697,,,,,,,,,,
13791,,,,13791,,,,,,,,,,
14795,,,,14795,,,,,,,,,,
12548,,,,12548,,,,,,,,,,
16671,,,,16671,,,,,,,,,,
14351,,,,14351,,,,,,,,,,
17391,,,,17391,,,,,,,,,,
17750,,,,17750,,,,,,,,,,
17997,,,,17997,,,,,,,,,,
14383,,,,14383,,,,,,,,,,
15537,,,,15537,,,,,,,,,,
17837,,,,17837,,,,,,,,,,
15578,,,,15578,,,,,,,,,,
16498,,,,16498,,,,,,,,,,
17891,,,,17891,,,,,,,,,,
16866,,,,16866,,,,,,,,,,
13730,,,,13730,,,,,,,,,,
12922,,,,12922,,,,,,,,,,
16009,,,,16009,,,,,,,,,,
17939,,,,17939,,,,,,,,,,
17312,,,,17312,,,,,,,,,,
17899,,,,17899,,,,,,,,,,
15007,,,,15007,,,,,,,,,,
18265,,,,18265,,,,,,,,,,
17024,,,,17024,,,,,,,,,,
14034,,,,14034,,,,,,,,,,
16616,,,,16616,,,,,,,,,,
16338,,,,16338,,,,,,,,,,
14002,,,,14002,,,,,,,,,,
16929,,,,16929,,,,,,,,,,
17892,,,,17892,,,,,,,,,,
15505,,,,15505,,,,,,,,,,
18013,,,,18013,,,,,,,,,,
13681,,,,13681,,,,,,,,,,
13486,,,,13486,,,,,,,,,,
12461,,,,12461,,,,,,,,,,
18121,,,,18121,,,,,,,,,,
18024,,,,18024,,,,,,,,,,
15467,,,,15467,,,,,,,,,,
13678,,,,13678,,,,,,,,,,
13058,,,,13058,,,,,,,,,,
12556,,,,12556,,,,,,,,,,
13224,,,,13224,,,,,,,,,,
16989,,,,16989,,,,,,,,,,
18122,,,,18122,,,,,,,,,,
12722,,,,12722,,,,,,,,,,
17405,,,,17405,,,,,,,,,,
13311,,,,13311,,,,,,,,,,
15895,,,,15895,,,,,,,,,,
13667,,,,13667,,,,,,,,,,
12405,,,,12405,,,,,,,,,,
14862,,,,14862,,,,,,,,,,
16488,,,,16488,,,,,,,,,,
13933,,,,13933,,,,,,,,,,
15839,,,,15839,,,,,,,,,,
13994,,,,13994,,,,,,,,,,
17554,,,,17554,,,,,,,,,,
17948,,,,17948,,,,,,,,,,
15004,,,,15004,,,,,,,,,,
13507,,,,13507,,,,,,,,,,
12833,,,,12833,,,,,,,,,,
16474,,,,16474,,,,,,,,,,
16762,,,,16762,,,,,,,,,,
13940,,,,13940,,,,,,,,,,
14029,,,,14029,,,,,,,,,,
14117,,,,14117,,,,,,,,,,
17779,,,,17779,,,,,,,,,,
13991,,,,13991,,,,,,,,,,
13827,,,,13827,,,,,,,,,,
12560,,,,12560,,,,,,,,,,
16764,,,,16764,,,,,,,,,,
18180,,,,18180,,,,,,,,,,
12521,,,,12521,,,,,,,,,,
15802,,,,15802,,,,,,,,,,
17229,,,,17229,,,,,,,,,,
14456,,,,14456,,,,,,,,,,
16464,,,,16464,,,,,,,,,,
18143,,,,18143,,,,,,,,,,
14259,,,,14259,,,,,,,,,,
14517,,,,14517,,,,,,,,,,
16041,,,,16041,,,,,,,,,,
15829,,,,15829,,,,,,,,,,
15232,,,,15232,,,,,,,,,,
12438,,,,12438,,,,,,,,,,
12627,,,,12627,,,,,,,,,,
13563,,,,13563,,,,,,,,,,
16305,,,,16305,,,,,,,,,,
17724,,,,17724,,,,,,,,,,
13116,,,,13116,,,,,,,,,,
14019,,,,14019,,,,,,,,,,
14100,,,,14100,,,,,,,,,,
16557,,,,16557,,,,,,,,,,
16364,,,,16364,,,,,,,,,,
17693,,,,17693,,,,,,,,,,
15618,,,,15618,,,,,,,,,,
13930,,,,13930,,,,,,,,,,
13379,,,,13379,,,,,,,,,,
14305,,,,14305,,,,,,,,,,
12397,,,,12397,,,,,,,,,,
14331,,,,14331,,,,,,,,,,
13925,,,,13925,,,,,,,,,,
18237,,,,18237,,,,,,,,,,
12453,,,,12453,,,,,,,,,,
15118,,,,15118,,,,,,,,,,
15746,,,,15746,,,,,,,,,,
12743,,,,12743,,,,,,,,,,
15942,,,,15942,,,,,,,,,,
15120,,,,15120,,,,,,,,,,
14143,,,,14143,,,,,,,,,,
18081,,,,18081,,,,,,,,,,
14511,,,,14511,,,,,,,,,,
12716,,,,12716,,,,,,,,,,
15776,,,,15776,,,,,,,,,,
12981,,,,12981,,,,,,,,,,
13928,,,,13928,,,,,,,,,,
15438,,,,15438,,,,,,,,,,
17173,,,,17173,,,,,,,,,,
17053,,,,17053,,,,,,,,,,
12534,,,,12534,,,,,,,,,,
14567,,,,14567,,,,,,,,,,
14937,,,,14937,,,,,,,,,,
12828,,,,12828,,,,,,,,,,
15342,,,,15342,,,,,,,,,,
13075,,,,13075,,,,,,,,,,
17788,,,,17788,,,,,,,,,,
13850,,,,13850,,,,,,,,,,
14076,,,,14076,,,,,,,,,,
13805,,,,13805,,,,,,,,,,
17887,,,,17887,,,,,,,,,,
13186,,,,13186,,,,,,,,,,
12750,,,,12750,,,,,,,,,,
17656,,,,17656,,,,,,,,,,
16102,,,,16102,,,,,,,,,,
15089,,,,15089,,,,,,,,,,
12689,,,,12689,,,,,,,,,,
14768,,,,14768,,,,,,,,,,
18099,,,,18099,,,,,,,,,,
15205,,,,15205,,,,,,,,,,
13218,,,,13218,,,,,,,,,,
17267,,,,17267,,,,,,,,,,
16302,,,,16302,,,,,,,,,,
14720,,,,14720,,,,,,,,,,
18282,,,,18282,,,,,,,,,,
12610,,,,12610,,,,,,,,,,
13200,,,,13200,,,,,,,,,,
16066,,,,16066,,,,,,,,,,
12885,,,,12885,,,,,,,,,,
17331,,,,17331,,,,,,,,,,
13016,,,,13016,,,,,,,,,,
13355,,,,13355,,,,,,,,,,
12384,,,,12384,,,,,,,,,,
12571,,,,12571,,,,,,,,,,
14116,,,,14116,,,,,,,,,,
17653,,,,17653,,,,,,,,,,
13645,,,,13645,,,,,,,,,,
12381,,,,12381,,,,,,,,,,
14406,,,,14406,,,,,,,,,,
14658,,,,14658,,,,,,,,,,
13621,,,,13621,,,,,,,,,,
16272,,,,16272,,,,,,,,,,
16902,,,,16902,,,,,,,,,,
15706,,,,15706,,,,,,,,,,
15315,,,,15315,,,,,,,,,,
15653,,,,15653,,,,,,,,,,
13159,,,,13159,,,,,,,,,,
13189,,,,13189,,,,,,,,,,
17637,,,,17637,,,,,,,,,,
12641,,,,12641,,,,,,,,,,
13470,,,,13470,,,,,,,,,,
15541,,,,15541,,,,,,,,,,
16734,,,,16734,,,,,,,,,,
16706,,,,16706,,,,,,,,,,
12688,,,,12688,,,,,,,,,,
12729,,,,12729,,,,,,,,,,
12962,,,,12962,,,,,,,,,,
13273,,,,13273,,,,,,,,,,
17736,,,,17736,,,,,,,,,,
15472,,,,15472,,,,,,,,,,
12680,,,,12680,,,,,,,,,,
16582,,,,16582,,,,,,,,,,
17747,,,,17747,,,,,,,,,,
12513,,,,12513,,,,,,,,,,
16828,,,,16828,,,,,,,,,,
14772,,,,14772,,,,,,,,,,
12364,,,,12364,,,,,,,,,,
12968,,,,12968,,,,,,,,,,
15701,,,,15701,,,,,,,,,,
12518,,,,12518,,,,,,,,,,
14529,,,,14529,,,,,,,,,,
16536,,,,16536,,,,,,,,,,
15313,,,,15313,,,,,,,,,,
15801,,,,15801,,,,,,,,,,
14387,,,,14387,,,,,,,,,,
17073,,,,17073,,,,,,,,,,
18147,,,,18147,,,,,,,,,,
14523,,,,14523,,,,,,,,,,
14418,,,,14418,,,,,,,,,,
12642,,,,12642,,,,,,,,,,
16968,,,,16968,,,,,,,,,,
13411,,,,13411,,,,,,,,,,
13236,,,,13236,,,,,,,,,,
14196,,,,14196,,,,,,,,,,
15263,,,,15263,,,,,,,,,,
16093,,,,16093,,,,,,,,,,
17844,,,,17844,,,,,,,,,,
14050,,,,14050,,,,,,,,,,
16429,,,,16429,,,,,,,,,,
12715,,,,12715,,,,,,,,,,
15663,,,,15663,,,,,,,,,,
18200,,,,18200,,,,,,,,,,
18167,,,,18167,,,,,,,,,,
13644,,,,13644,,,,,,,,,,
17451,,,,17451,,,,,,,,,,
13812,,,,13812,,,,,,,,,,
14141,,,,14141,,,,,,,,,,
17183,,,,17183,,,,,,,,,,
14096,,,,14096,,,,,,,,,,
12814,,,,12814,,,,,,,,,,
15866,,,,15866,,,,,,,,,,
14660,,,,14660,,,,,,,,,,
13726,,,,13726,,,,,,,,,,
15690,,,,15690,,,,,,,,,,
